Symbol,BaseSymbol,SynSymbol,SciName,CommonName,Family
ERAN4,ERAN4,,Eriogonum annuum Nutt.,annual buckwheat,Polygonaceae
ERAR25,ERJAF,ERAR25,Eriogonum arcuatum Greene,,Polygonaceae
ERAT2,ERAT2,,Eriogonum atrorubens Engelm.,buckwheat,Polygonaceae
ERBAT,ERPA11,ERBAT,"Eriogonum baileyi S. Watson var. tomentosum S. Watson, non Michx.",,Polygonaceae
ERBA9,ERJAF,ERBA9,Eriogonum bakeri Greene,,Polygonaceae
ERCA11,ERCA11,,Eriogonum capillare Small,San Carlos buckwheat,Polygonaceae
ERCE2,ERCE2,,Eriogonum cernuum Nutt.,nodding buckwheat,Polygonaceae
ERCET,ERCEC,ERCET,Eriogonum cernuum Nutt. ssp. tenue (Torr. & A. Gray) S. Stokes,,Polygonaceae
ERCEC,ERCEC,,Eriogonum cernuum Nutt. var. cernuum,nodding buckwheat,Polygonaceae
ERCET2,ERCEC,ERCET2,Eriogonum cernuum Nutt. var. tenue Torr. & A. Gray,,Polygonaceae
ERCL2,ERCL2,,Eriogonum clavellatum Small,Comb Wash buckwheat,Polygonaceae
ERCL4,ERDED4,ERCL4,Eriogonum clutei Rydb.,,Polygonaceae
ERCO14,ERCO14,,Eriogonum corymbosum Benth.,crispleaf buckwheat,Polygonaceae
ERCOH3,ERLOL3,ERCOH3,Eriogonum corymbosum Benth. var. humivagans (Reveal) S.L. Welsh,,Polygonaceae
ERCOV,ERCOV,,Eriogonum corymbosum Benth. var. velutinum Reveal,crispleaf buckwheat,Polygonaceae
ERCY3,ERAB2,ERCY3,Eriogonum cyclosepalum Greene,,Polygonaceae
ERDA5,EROVP2,ERDA5,Eriogonum davisianum S. Stokes,,Polygonaceae
ERDE6,ERDE6,,Eriogonum deflexum Torr.,flatcrown buckwheat,Polygonaceae
ERDED4,ERDED4,,Eriogonum deflexum Torr. var. deflexum,flatcrown buckwheat,Polygonaceae
ERDET,ERDED4,ERDET,Eriogonum deflexum Torr. var. turbinatum (Small) Reveal,,Polygonaceae
ERDE7,ERPO4,ERDE7,Eriogonum densum Greene,,Polygonaceae
ERDI5,ERDI5,,Eriogonum divaricatum Hook.,divergent buckwheat,Polygonaceae
EREF,EREF,,Eriogonum effusum Nutt.,spreading buckwheat,Polygonaceae
EREFE,EREFE,,Eriogonum effusum Nutt. var. effusum,spreading buckwheat,Polygonaceae
EREFL,ERLE10,EREFL,Eriogonum effusum Nutt. var. leptophyllum Torr. & A. Gray,,Polygonaceae
ERFE,ERLOF,ERFE,Eriogonum fendlerianum (Benth.) Small,,Polygonaceae
ERFI4,ERSU5,ERFI4,Eriogonum filicaule S. Stokes,,Polygonaceae
ERFLX,ERJAX,ERFLX,Eriogonum flavum Nutt. var. xanthum (Small) S. Stokes,,Polygonaceae
ERFL12,STFL2,ERFL12,Eriogonum flexum M.E. Jones,,Polygonaceae
ERFLF2,STFL2,ERFLF2,Eriogonum flexum M.E. Jones var. ferronis M.E. Jones,,Polygonaceae
ERGO,ERGO,,Eriogonum gordonii Benth.,Gordon's buckwheat,Polygonaceae
ERGY,ERGY,,Eriogonum gypsophilum Wooton & Standl.,gyp wildbuckwheat,Polygonaceae
ERHA,ERHA,,Eriogonum havardii S. Watson,Havard's buckwheat,Polygonaceae
ERHI3,ERHI3,,Eriogonum hieraciifolium Benth.,hawkweed buckwheat,Polygonaceae
ERHO6,ERHO6,,Eriogonum hookeri S. Watson,Hooker's buckwheat,Polygonaceae
ERHU2,ERLOL3,ERHU2,Eriogonum humivagans Reveal,,Polygonaceae
ERIN4,ERIN4,,Eriogonum inflatum Torr. & Frém.,Native American pipeweed,Polygonaceae
ERINI4,ERINI4,,Eriogonum inflatum Torr. & Frém. var. inflatum,desert trumpet,Polygonaceae
ERJA,ERJA,,Eriogonum jamesii Benth.,James' buckwheat,Polygonaceae
ERJAF,ERJAF,,Eriogonum jamesii Benth. var. flavescens S. Watson,James' buckwheat,Polygonaceae
ERJAH,ERJAF,ERJAH,Eriogonum jamesii Benth. var. higginsii S.L. Welsh,,Polygonaceae
ERJAJ,ERJAJ,,Eriogonum jamesii Benth. var. jamesii,James' buckwheat,Polygonaceae
ERJAU,ERJAU,,Eriogonum jamesii Benth. var. undulatum (Benth.) S. Stokes ex M.E. Jones,James' buckwheat,Polygonaceae
ERJAW,ERJAW,,Eriogonum jamesii Benth. var. wootonii Reveal,James' buckwheat,Polygonaceae
ERJAX,ERJAX,,Eriogonum jamesii Benth. var. xanthum (Small) Reveal,James' buckwheat,Polygonaceae
ERLA3,ERLA3,,Eriogonum lachnogynum Torr. ex Benth.,woollycup buckwheat,Polygonaceae
ERLAC3,ERLAC3,,Eriogonum lachnogynum Torr. ex Benth. var. colobum Reveal & A. Clifford,clipped wild buckwheat,Polygonaceae
ERLAL5,ERLAL5,,Eriogonum lachnogynum Torr. ex Benth. var. lachnogynum,woollycup buckwheat,Polygonaceae
ERLAS4,ERLAS4,,Eriogonum lachnogynum Torr. ex Benth. var. sarahiae (N.D. Atwood & A. Clifford) Reveal,Sarah's buckwheat,Polygonaceae
ERLE9,ERLE9,,Eriogonum leptocladon Torr. & A. Gray,sand buckwheat,Polygonaceae
ERLEP,ERLEP,,Eriogonum leptocladon Torr. & A. Gray var. papiliunculi Reveal,sand buckwheat,Polygonaceae
ERLER,ERLER,,Eriogonum leptocladon Torr. & A. Gray var. ramosissimum (Eastw.) Reveal,sand buckwheat,Polygonaceae
ERLE10,ERLE10,,Eriogonum leptophyllum (Torr. & A. Gray) Wooton & Standl.,slenderleaf buckwheat,Polygonaceae
ERLE16,ERHA,ERLE16,Eriogonum leucophyllum Wooton & Standl.,,Polygonaceae
ERLO4,ERLO4,,Eriogonum lonchophyllum Torr. & A. Gray,spearleaf buckwheat,Polygonaceae
ERLOF,ERLOF,,Eriogonum lonchophyllum Torr. & A. Gray var. fendlerianum (Benth.) Reveal,spearleaf buckwheat,Polygonaceae
ERLOL3,ERLOL3,,Eriogonum lonchophyllum Torr. & A. Gray var. lonchophyllum,spearleaf buckwheat,Polygonaceae
ERLON,ERLON,,Eriogonum lonchophyllum Torr. & A. Gray var. nudicaule (Torr.) Reveal,spearleaf buckwheat,Polygonaceae
ERLOS,ERLOL3,ERLOS,Eriogonum lonchophyllum Torr. & A. Gray var. saurinum (Reveal) S.L. Welsh,,Polygonaceae
ERLO5,ERLO5,,Eriogonum longifolium Nutt.,longleaf buckwheat,Polygonaceae
ERLOL5,ERLOL5,,Eriogonum longifolium Nutt. var. lindheimeri Gandog.,longleaf buckwheat,Polygonaceae
ERLOL4,ERLOL4,,Eriogonum longifolium Nutt. var. longifolium,longleaf buckwheat,Polygonaceae
ERLOP,ERLOL4,ERLOP,Eriogonum longifolium Nutt. var. plantagineum Engelm. & A. Gray,,Polygonaceae
ERIOG,ERIOG,,Eriogonum Michx.,wild buckwheat,Polygonaceae
ERMI4,ERMI4,,Eriogonum microthecum Nutt.,slender buckwheat,Polygonaceae
ERMII2,ERMIS2,ERMII2,Eriogonum microthecum Nutt. ssp. intermedium S. Stokes,,Polygonaceae
ERMIE,EREFE,ERMIE,Eriogonum microthecum Nutt. var. effusum (Nutt.) Torr. & A. Gray,,Polygonaceae
ERMIF,ERMIS2,ERMIF,Eriogonum microthecum Nutt. var. foliosum (Torr. & A. Gray) Reveal,,Polygonaceae
ERMIF3,ERMIS2,ERMIF3,Eriogonum microthecum Nutt. var. friscanum (M.E. Jones) S. Stokes,,Polygonaceae
ERMIM3,ERMIS2,ERMIM3,Eriogonum microthecum Nutt. var. macdougalii (Gandog.) S. Stokes,,Polygonaceae
ERMIS2,ERMIS2,,Eriogonum microthecum Nutt. var. simpsonii (Benth.) Reveal,Simpson's buckwheat,Polygonaceae
ERNU9,ERLON,ERNU9,Eriogonum nudicaule (Torr.) Small,,Polygonaceae
EROV,EROV,,Eriogonum ovalifolium Nutt.,cushion buckwheat,Polygonaceae
EROVC2,EROVP2,EROVC2,Eriogonum ovalifolium Nutt. var. celsum A. Nelson,,Polygonaceae
EROVM2,EROVP2,EROVM2,Eriogonum ovalifolium Nutt. var. multiscapum Gandog.,,Polygonaceae
EROVO3,EROVP2,EROVO3,Eriogonum ovalifolium Nutt. var. orthocaulon (Small) C.L. Hitchc.,,Polygonaceae
EROVP2,EROVP2,,Eriogonum ovalifolium Nutt. var. purpureum (Nutt.) Durand,cushion buckwheat,Polygonaceae
ERPA11,ERPA11,,Eriogonum palmerianum Reveal,Palmer's buckwheat,Polygonaceae
ERPA23,ERHI3,ERPA23,Eriogonum pannosum Wooton & Standl.,,Polygonaceae
ERPH2,ERPH2,,Eriogonum pharnaceoides Torr.,wirestem buckwheat,Polygonaceae
ERPHP3,ERPHP3,,Eriogonum pharnaceoides Torr. var. pharnaceoides,wirestem buckwheat,Polygonaceae
ERPO4,ERPO4,,Eriogonum polycladon Benth.,sorrel buckwheat,Polygonaceae
ERRA3,ERRA3,,Eriogonum racemosum Nutt.,redroot buckwheat,Polygonaceae
ERRA9,ERLER,ERRA9,Eriogonum ramosissimum Eastw.,,Polygonaceae
ERRO2,ERRO2,,Eriogonum rotundifolium Benth.,roundleaf buckwheat,Polygonaceae
ERSA13,ERLOL3,ERSA13,Eriogonum salicinum Greene,,Polygonaceae
ERSA14,STSA3,ERSA14,Eriogonum salsuginosum (Nutt.) Hook.,,Polygonaceae
ERSA3,ERLAS4,ERSA3,Eriogonum sarahiae N.D. Atwood & A. Clifford,,Polygonaceae
ERSA12,ERLOL3,ERSA12,Eriogonum sarothriforme Gandog.,,Polygonaceae
ERSA10,ERLOL3,ERSA10,Eriogonum saurinum Reveal,,Polygonaceae
ERSC4,ERSC4,,Eriogonum scabrellum Reveal,Westwater buckwheat,Polygonaceae
ERSC8,ERLOL3,ERSC8,Eriogonum scoparium Small,,Polygonaceae
ERSE7,ERWE,ERSE7,Eriogonum sessile S. Stokes ex M.E. Jones,,Polygonaceae
ERSH,ERSH,,Eriogonum shockleyi S. Watson,Shockley's buckwheat,Polygonaceae
ERSHC,ERSH,ERSHC,Eriogonum shockleyi S. Watson ssp. candidum (M.E. Jones) S. Stokes,,Polygonaceae
ERSHL2,ERSH,ERSHL2,Eriogonum shockleyi S. Watson ssp. longilobum (M.E. Jones) S. Stokes,,Polygonaceae
ERSHL,ERSH,ERSHL,Eriogonum shockleyi S. Watson var. longilobum (M.E. Jones) Reveal,,Polygonaceae
ERSHP,ERSH,ERSHP,Eriogonum shockleyi S. Watson var. packardiae Reveal,,Polygonaceae
ERSHS,ERSH,ERSHS,Eriogonum shockleyi S. Watson var. shockleyi,,Polygonaceae
ERSI8,ERMIS2,ERSI8,Eriogonum simpsonii Benth.,,Polygonaceae
ERSU5,ERSU5,,Eriogonum subreniforme S. Watson,kidneyshape buckwheat,Polygonaceae
ERTE9,ERTE9,,Eriogonum tenellum Torr.,tall buckwheat,Polygonaceae
ERTET,ERTET,,Eriogonum tenellum Torr. var. tenellum,tall buckwheat,Polygonaceae
ERTE17,ERLA3,ERTE17,Eriogonum tetraneuris Small,,Polygonaceae
ERTH3,ERTH3,,Eriogonum thurberi Torr.,Thurber's buckwheat,Polygonaceae
ERTR8,ERTR8,,Eriogonum trichopes Torr.,little deserttrumpet,Polygonaceae
ERTRM,ERTRT3,ERTRM,Eriogonum trichopes Torr. ssp. minus (Benth.) S. Stokes,,Polygonaceae
ERTRT3,ERTRT3,,Eriogonum trichopes Torr. var. trichopes,little deserttrumpet,Polygonaceae
ERTR18,ERALA2,ERTR18,Eriogonum triste S. Watson,,Polygonaceae
ERTR10,ERLOL3,ERTR10,Eriogonum tristichum Small,,Polygonaceae
ERTU3,ERDED4,ERTU3,Eriogonum turbinatum Small,,Polygonaceae
ERUN7,ERJAU,ERUN7,Eriogonum undulatum Benth.,,Polygonaceae
ER12xx,,,Eriogonum unknown sp.,,Polygonaceae
ERVE10,ERLOL4,ERVE10,Eriogonum vespinum Shinners,,Polygonaceae
ERVID,ERPO4,ERVID,Eriogonum vimineum Douglas ex Benth. var. densum (Greene) S. Stokes,,Polygonaceae
ERWE,ERWE,,Eriogonum wetherillii Eastw.,Wetherill's buckwheat,Polygonaceae
ERWR,ERWR,,Eriogonum wrightii Torr. ex Benth.,Wright's buckwheat,Polygonaceae
ERWRG,ERWRW,ERWRG,Eriogonum wrightii Torr. ex Benth. ssp. glomerulum S. Stokes,,Polygonaceae
ERWRW,ERWRW,,Eriogonum wrightii Torr. ex Benth. var. wrightii,Wright's bastardsage,Polygonaceae
ERXA,ERJAX,ERXA,Eriogonum xanthum Small,,Polygonaceae
ERCA28,PECAC2,ERCA28,Eriogynia caespitosa (Nutt.) S. Watson,,Rosaceae
ER13xx,,,Eriogynia unknown sp.,,Rosaceae
ERAV,ERAV,,Erioneuron avenaceum (Kunth) Tateoka,shortleaf woollygrass,Poaceae
ERAVG,ERAV,ERAVG,Erioneuron avenaceum (Kunth) Tateoka var. grandiflorum (Vasey) Gould,,Poaceae
ERAVN,ERNE9,ERAVN,Erioneuron avenaceum (Kunth) Tateoka var. nealleyi (Vasey) Gould,,Poaceae
ERGR10,ERAV,ERGR10,Erioneuron grandiflorum (Vasey) Tateoka,,Poaceae
ERION,ERION,,Erioneuron Nash,woollygrass,Poaceae
ERNE9,ERNE9,,Erioneuron nealleyi (Vasey) Tateoka,Nealley's woollygrass,Poaceae
ERPI5,ERPI5,,Erioneuron pilosum (Buckley) Nash,hairy woollygrass,Poaceae
ERPU8,DAPU7,ERPU8,Erioneuron pulchellum (Kunth) Tateoka,,Poaceae
ER14xx,,,Erioneuron unknown sp.,,Poaceae
ERAN6,ERAN6,,Eriophorum angustifolium Honck.,tall cottongrass,Cyperaceae
ERANA3,ERANA3,,Eriophorum angustifolium Honck. ssp. angustifolium,tall cottongrass,Cyperaceae
ERANS,ERANA3,ERANS,Eriophorum angustifolium Honck. ssp. scabriusculum Hultén,,Cyperaceae
ERANS2,ERANA3,ERANS2,Eriophorum angustifolium Honck. ssp. subarcticum (Vassiljev) Hultén ex Kartesz & Gandhi,,Cyperaceae
ERANC2,ERANA3,ERANC2,Eriophorum angustifolium Honck. var. coloratum Hultén,,Cyperaceae
ERANG2,ERANA3,ERANG2,Eriophorum angustifolium Honck. var. giganteum Hultén,,Cyperaceae
ERANM,ERANA3,ERANM,Eriophorum angustifolium Honck. var. majus F.W. Schultz,,Cyperaceae
ERKO2,ERANA3,ERKO2,Eriophorum komarovii V.N. Vassil.,,Cyperaceae
ERIOP,ERIOP,,Eriophorum L.,cottongrass,Cyperaceae
ERPO6,ERANA3,ERPO6,"Eriophorum polystachion L., nom. utique rej.",,Cyperaceae
ERSC2,ERSC2,,Eriophorum scheuchzeri Hoppe,white cottongrass,Cyperaceae
ERSCA,ERSC2,ERSCA,Eriophorum scheuchzeri Hoppe ssp. arcticum Novoselova,,Cyperaceae
ERSCS,ERSC2,ERSCS,Eriophorum scheuchzeri Hoppe ssp. scheuchzeri,,Cyperaceae
ERSCT,ERSC2,ERSCT,Eriophorum scheuchzeri Hoppe var. tenuifolium Ohwi,,Cyperaceae
ER15xx,,,Eriophorum unknown sp.,,Cyperaceae
ERLA15,ANLA7,ERLA15,Eriophyllum lanosum (A. Gray) A. Gray,,Asteraceae
ER16xx,,,Eriophyllum unknown sp.,,Asteraceae
EREL11,ERNAE,EREL11,Eritrichium elongatum (Rydb.) Wight,,Boraginaceae
ERNA,ERNA,,Eritrichium nanum (Vill.) Schrad. ex Gaudin,arctic alpine forget me not,Boraginaceae
ERNAE,ERNAE,,Eritrichium nanum (Vill.) Schrad. ex Gaudin var. elongatum (Rydb.) Cronquist,arctic alpine forget-me-not,Boraginaceae
ERPU16,CRPU7,ERPU16,Eritrichium pusillum Torr. & A. Gray,,Boraginaceae
ERITR,ERITR,,Eritrichium Schrad. ex Gaudin,alpine forget-me-not,Boraginaceae
ER17xx,,,Eritrichium unknown sp.,,Boraginaceae
ERCI6,ERCI6,,Erodium cicutarium (L.) L'Hér. ex Aiton,"alfileria (redstem, storksbill)",Geraniaceae
ERCIC,ERCIC,,Erodium cicutarium (L.) L'Hér. ex Aiton ssp. cicutarium,redstem stork's bill,Geraniaceae
ERODI,ERODI,,Erodium L'Hér. ex Aiton,stork's bill,Geraniaceae
ERTE13,ERTE13,,Erodium texanum A. Gray,TEXAS FILAREE,Geraniaceae
ER18xx,,,Erodium unknown sp.,,Geraniaceae
ERER10,ERVES,ERER10,"Eruca eruca (L.) Asch. & Graebn., nom. inval.",,Brassicaceae
ERUCA,ERUCA,,Eruca Mill.,rocketsalad,Brassicaceae
ERSA7,ERVES,ERSA7,Eruca sativa Mill.,,Brassicaceae
ER19xx,,,Eruca unknown sp.,,Brassicaceae
ERVE5,ERVE5,,Eruca vesicaria (L.) Cav.,rocketsalad,Brassicaceae
ERVES,ERVES,,Eruca vesicaria (L.) Cav. ssp. sativa (Mill.) Thell.,rocketsalad,Brassicaceae
ERMI9,PYMI,ERMI9,Erxlebenia minor (L.) Rydb.,,Pyrolaceae
ER20xx,,,Erxlebenia unknown sp.,,Pyrolaceae
ERHE3,ERHE3,,Eryngium heterophyllum Engelm.,Wright's eryngo,Apiaceae
ERYNG,ERYNG,,Eryngium L.,eryngo,Apiaceae
ERLE12,ERLE12,,Eryngium lemmonii J.M. Coult. & Rose,Chiricahua Mountain eryngo,Apiaceae
ERSP10,ERSP10,,Eryngium sparganophyllum Hemsl.,Arizona eryngo,Apiaceae
ER21xx,,,Eryngium unknown sp.,,Apiaceae
ERWR3,ERHE3,ERWR3,Eryngium wrightii A. Gray,,Apiaceae
ERAM9,ERCAP3,ERAM9,Erysimum amoenum (Greene) Rydb.,,Brassicaceae
ERAR16,ERCAP3,ERAR16,Erysimum argillosum (Greene) Rydb.,,Brassicaceae
ERAR26,ERCAC,ERAR26,Erysimum arkansanum Nutt.,,Brassicaceae
ERAS5,ERCAP3,ERAS5,Erysimum asperrimum (Greene) Rydb.,,Brassicaceae
ERAS2,ERAS2,,Erysimum asperum (Nutt.) DC.,western wallflower,Brassicaceae
ERASA3,ERCAP3,ERASA3,Erysimum asperum (Nutt.) DC. var. amoenum (Greene) Reveal,,Brassicaceae
ERASA2,ERCAC,ERASA2,Erysimum asperum (Nutt.) DC. var. arkansanum (Nutt.) A. Gray,,Brassicaceae
ERASC,ERCAC,ERASC,Erysimum asperum (Nutt.) DC. var. capitatum (Douglas ex Hook.) B. Boivin,,Brassicaceae
ERASP3,ERCAP3,ERASP3,Erysimum asperum (Nutt.) DC. var. purshii Durand,,Brassicaceae
ERCA14,ERCA14,,Erysimum capitatum (Douglas ex Hook.) Greene,western wallflower,Brassicaceae
ERCAA3,ERCAP3,ERCAA3,Erysimum capitatum (Douglas ex Hook.) Greene var. amoenum (Greene) R.J. Davis,,Brassicaceae
ERCAA2,ERCAP3,ERCAA2,Erysimum capitatum (Douglas ex Hook.) Greene var. argillosum (Greene) R.J. Davis,,Brassicaceae
ERCAC,ERCAC,,Erysimum capitatum (Douglas ex Hook.) Greene var. capitatum,plains wallflower,Brassicaceae
ERCAP3,ERCAP3,,Erysimum capitatum (Douglas ex Hook.) Greene var. purshii (Durand) Rollins,Pursh's wallflower,Brassicaceae
ERCAS,ERCAC,ERCAS,Erysimum capitatum (Douglas ex Hook.) Greene var. stellatum (J.T. Howell) Twisselmann,,Brassicaceae
ERCAW,ERCAC,ERCAW,Erysimum capitatum (Douglas ex Hook.) Greene var. washoense G. Rossb.,,Brassicaceae
ERCH9,ERCH9,,Erysimum cheiranthoides L.,wormseed wallflower,Brassicaceae
ERCHA,ERCH9,ERCHA,Erysimum cheiranthoides L. ssp. altum Ahti,,Brassicaceae
ERDE10,ERCAP3,ERDE10,Erysimum desertorum (Wooton & Standl.) G. Rossb.,,Brassicaceae
ERDR2,ARDR,ERDR2,Erysimum drummondii (A. Gray) Kuntze,,Brassicaceae
EREL12,ERCAC,EREL12,Erysimum elatum Nutt.,,Brassicaceae
ERIN7,ERIN7,,Erysimum inconspicuum (S. Watson) MacMill.,shy wallflower,Brassicaceae
ERINI6,ERINI6,,Erysimum inconspicuum (S. Watson) MacMill. var. inconspicuum,shy wallflower,Brassicaceae
ERYSI,ERYSI,,Erysimum L.,wallflower,Brassicaceae
ERMO10,ERCAC,ERMO10,Erysimum moniliforme Eastw.,,Brassicaceae
ERNI3,ERCAP3,ERNI3,Erysimum nivale (Greene) Rydb.,,Brassicaceae
EROF,SIOF,EROF,Erysimum officinale L.,,Brassicaceae
ERPA19,ERINI6,ERPA19,Erysimum parviflorum Nutt.,,Brassicaceae
ERRE4,ERRE4,,Erysimum repandum L.,spreading wallflower,Brassicaceae
ER22xx,,,Erysimum unknown sp.,,Brassicaceae
ERWH2,ERCAC,ERWH2,Erysimum wheeleri Rothr.,,Brassicaceae
ERCAA5,CEAR12,ERCAA5,Erythraea calycosa Buckley var. arizonica A. Gray,,Gentianaceae
ER23xx,,,Erythraea unknown sp.,,Gentianaceae
ERCA23,MICA3,ERCA23,Erythranthe cardinalis (Douglas ex Benth.) Spach,,Scrophulariaceae
ER24xx,,,Erythranthe unknown sp.,,Scrophulariaceae
ERGR17,LYGR,ERGR17,Erythremia grandiflora Nutt.,,Asteraceae
ER25xx,,,Erythremia unknown sp.,,Asteraceae
ERFL7,ERFL7,,Erythrina flabelliformis Kearney,coralbean,Fabaceae
ERYTH,ERYTH,,Erythrina L.,erythrina,Fabaceae
ER26xx,,,Erythrina unknown sp.,,Fabaceae
ERCI11,GETRC2,ERCI11,Erythrocoma ciliata (Pursh) Greene,,Rosaceae
ERTR19,GETRT,ERTR19,Erythrocoma triflora (Pursh) Greene,,Rosaceae
ER27xx,,,Erythrocoma unknown sp.,,Rosaceae
ERGR9,ERGR9,,Erythronium grandiflorum Pursh,yellow avalanche-lily,Liliaceae
ERGRC4,ERGRG3,ERGRC4,Erythronium grandiflorum Pursh ssp. chrysandrum Applegate,,Liliaceae
ERGRG3,ERGRG3,,Erythronium grandiflorum Pursh ssp. grandiflorum,yellow avalanche-lily,Liliaceae
ERGRN2,ERGRG3,ERGRN2,Erythronium grandiflorum Pursh ssp. nudipetalum Applegate,,Liliaceae
ERGRC6,ERGRG3,ERGRC6,Erythronium grandiflorum Pursh var. chrysandrum (Applegate) Scoggan,,Liliaceae
ERGRN,ERGRG3,ERGRN,Erythronium grandiflorum Pursh var. nudipetalum (Applegate) C.L. Hitchc.,,Liliaceae
ERGRP2,ERGRG3,ERGRP2,Erythronium grandiflorum Pursh var. pallidum H. St. John,,Liliaceae
ERYTH3,ERYTH3,,Erythronium L.,fawnlily,Liliaceae
ERPA22,ERGRG3,ERPA22,Erythronium parviflorum (S. Watson) Goodding,,Liliaceae
ER28xx,,,Erythronium unknown sp.,,Liliaceae
ESCO2,LACO13,ESCO2,Eschenbachia coulteri (A. Gray) Rydb.,,Asteraceae
ESTE,LASO2,ESTE,Eschenbachia tenuisecta (A. Gray) Wooton & Standl.,,Asteraceae
ESxx,,,Eschenbachia unknown sp.,,Asteraceae
ESCA2,ESCA2,,Eschscholzia californica Cham.,California poppy,Papaveraceae
ESCAM,ESCAM,,Eschscholzia californica Cham. ssp. mexicana (Greene) C. Clark,California poppy,Papaveraceae
ESCHS,ESCHS,,Eschscholzia Cham.,California poppy,Papaveraceae
ESME,ESCAM,ESME,Eschscholzia mexicana Greene,,Papaveraceae
ES2xx,,,Eschscholzia unknown sp.,,Papaveraceae
ESCOB,ESCOB,,Escobaria Britton & Rose,foxtail cactus,Cactaceae
ESDA,ESDA,,Escobaria dasyacantha (Engelm.) Britton & Rose,Big Bend foxtail cactus,Cactaceae
ESDAD,ESDAD,,Escobaria dasyacantha (Engelm.) Britton & Rose var. dasyacantha,Big Bend foxtail cactus,Cactaceae
ESDAD2,ESDU,ESDAD2,Escobaria dasyacantha (Engelm.) Britton & Rose var. duncanii (Hester) N.P. Taylor,,Cactaceae
ESDU,ESDU,,Escobaria duncanii (Hester) Backeb.,Duncan's foxtail cactus,Cactaceae
ESLE2,ESSNL,ESLE2,Escobaria leei Rose ex Boed.,,Cactaceae
ESMI3,ESMI3,,Escobaria missouriensis (Sweet) D.R. Hunt,Missouri foxtail cactus,Cactaceae
ESMIN,ESMI3,ESMIN,Escobaria missouriensis (Sweet) D.R. Hunt ssp. navajoensis Hochstätter,,Cactaceae
ESMIC,ESMI3,ESMIC,Escobaria missouriensis (Sweet) D.R. Hunt var. caespitosa (Engelm.) D.R. Hunt,,Cactaceae
ESMIM,ESVIV,ESMIM,Escobaria missouriensis (Sweet) D.R. Hunt var. marstonii (Clover) D.R. Hunt,,Cactaceae
ESMIM2,ESMI3,ESMIM2,Escobaria missouriensis (Sweet) D.R. Hunt var. missouriensis,,Cactaceae
ESMIR,ESMI3,ESMIR,Escobaria missouriensis (Sweet) D.R. Hunt var. robustior (Engelm.) D.R. Hunt,,Cactaceae
ESMIS,ESMI3,ESMIS,Escobaria missouriensis (Sweet) D.R. Hunt var. similis (Engelm.) N.P. Taylor,,Cactaceae
ESOR,ESOR,,Escobaria orcuttii Boed.,Orcutt's foxtail cactus,Cactaceae
ESORK,ESORK,,"Escobaria orcuttii Boed. var. koenigii Castetter, Pierce & Schwerin",Orcutt's foxtail cactus,Cactaceae
ESORM,ESORM,,"Escobaria orcuttii Boed. var. macraxima Castetter, Pierce & Schwerin",Orcutt's foxtail cactus,Cactaceae
ESORO,ESORO,,Escobaria orcuttii Boed. var. orcuttii,Orcutt's foxtail cactus,Cactaceae
ESOR2,ESOR2,,"Escobaria organensis (A.D. Zimmerman) Castetter, Pierce & Schwerin",Organ Mountain foxtail cactus,Cactaceae
ESSA,ESSA,,"Escobaria sandbergii Castetter, Pierce & Schwerin",San Andres Mountain foxtail ca,Cactaceae
ESSN,ESSN,,Escobaria sneedii Britton & Rose,carpet foxtail cactus,Cactaceae
ESSNL2,ESSNL,ESSNL2,Escobaria sneedii Britton & Rose ssp. leei (Rose ex Boed.) D.R. Hunt,,Cactaceae
ESSNL,ESSNL,,Escobaria sneedii Britton & Rose var. leei (Rose ex Boed.) D.R. Hunt,Sneed's pincushion cactus,Cactaceae
ESSNS,ESSNS,,Escobaria sneedii Britton & Rose var. sneedii,Sneed's foxtail cactus,Cactaceae
ESTU,ESTU,,Escobaria tuberculosa (Engelm.) Britton & Rose,whitecolumn foxtail cactus,Cactaceae
ES3xx,,,Escobaria unknown sp.,,Cactaceae
ESVI,ESVI,,"Escobaria villardii Castetter, Pierce & Schwerin",Sacramento Mountain foxtail ca,Cactaceae
ESVI2,ESVI2,,Escobaria vivipara (Nutt.) Buxbaum,spinystar,Cactaceae
ESVIA,ESVIA,,Escobaria vivipara (Nutt.) Buxbaum var. arizonica (Engelm.) D.R. Hunt,Arizona spinystar,Cactaceae
ESVIB,ESVIB,,Escobaria vivipara (Nutt.) Buxbaum var. bisbeeana (Orcutt) D.R. Hunt,Bisbee spinystar,Cactaceae
ESVIN,ESVIN,,Escobaria vivipara (Nutt.) Buxbaum var. neomexicana (Engelm.) Buxbaum,New Mexico spinystar,Cactaceae
ESVIR,ESVIR,,Escobaria vivipara (Nutt.) Buxbaum var. radiosa (Engelm.) D.R. Hunt,spinystar,Cactaceae
ESVIV,ESVIV,,Escobaria vivipara (Nutt.) Buxbaum var. vivipara,spinystar,Cactaceae
EUFO4,EUGL19,EUFO4,Eucephalus formosus Greene,,Asteraceae
EUGL13,EUGL19,EUGL13,Eucephalus glaucus Nutt.,,Asteraceae
EUxx,,,Eucephalus unknown sp.,,Asteraceae
EUMI2,EUMI2,,Eucrypta micrantha (Torr.) A. Heller,dainty desert hideseed,Hydrophyllaceae
EUCRY,EUCRY,,Eucrypta Nutt.,hideseed,Hydrophyllaceae
EU2xx,,,Eucrypta unknown sp.,,Hydrophyllaceae
